"prevalence","meanMOIvar","meanPTS","meanPTSGroupBC","inverseSimpsonIndex","inverseSimpsonIndexBC","instance"
0.4065,4.31165280745547,0.0180854536560296,0.0135031636947837,8776.00024381667,9224.37155941704,218
0.4,3.41471804208654,0.0158800489909909,0.00571395443625842,7578.38515630224,14906.9828021384,219
0.419,4.6197790431548,0.0124435723045488,0.0112392661335784,13374.5515405804,11721.05001926,220
0.31,6.60286183760214,0.0352042108495033,0.03373457113904,7022.35739560233,5852.69901829095,221
0.2975,3.92679863529546,0.0975541173199796,0.0813829887601706,1453.36230446747,1479.43824813867,222
0.279,5.13002299749558,0.0397436644512443,0.0307781063325757,4712.46469381159,4899.69839352818,223
0.427,8.22085783792724,0.0319556960018314,0.0285248691173692,9780.38218757825,8720.15260407013,224
0.209,4.40493323138126,0.0776757615874822,0.0677532814111447,2093.40057693264,1937.98830137015,225
0.3115,3.96050112881681,0.084898260421241,0.0757721858684325,1700.06153215961,1566.42160637234,226
0.197,3.31355949579731,0.0924094824400263,0.0765048442193421,1257.04640409657,1262.66256447501,227
0.365,3.09808802061566,0.0477751333554253,0.0405092586629596,2412.219482534,2270.8408069616,228
0.1865,2.54959917316716,0.037471670981894,0.0308244367503272,2533.05368744794,2467.15512774133,229
0.315,2.70045042002074,0.0501216297017878,0.0435872164569804,1988.30872129711,1827.35705249874,230
0.4305,7.65473536701331,0.0263581549346577,0.0244088884454991,11026.117565318,9520.53655566276,231
0.203,3.6732393206221,0.0322350742266387,0.0276078446461107,4098.2503885777,3802.11195960197,232
0.4075,6.25860681800697,0.0440569733370335,0.0387785242014724,5323.04031038032,4897.70201547649,233
0.4525,3.92485446334711,0.00941258399978957,0.00775923366392924,14603.9303138506,13821.1386824335,234
0.4525,12.8227309720821,0.0821792922186464,0.0559027992315565,5635.01527145348,7033.1109035175,235
0.263,4.86759506128244,0.0198150694597942,0.0195934409802256,8745.06639732763,7059.36937792981,236
0.2575,3.15540712927453,0.0268609434761284,0.0209049365130783,4246.11073908214,4255.65669307993,237
0.43,5.50994330785085,0.0199198772922798,0.00814736741869079,10024.0211586305,18538.0518473146,238
0.2925,2.80929564478639,0.0638244543140768,0.0555524394942163,1632.72308517247,1516.99148728342,239
0.1455,2.56690325198604,0.136009573353838,0.123989747767412,654.484339305916,590.833265967096,240
0.456,7.63440303748065,0.0217114455251691,0.0191654598675873,13248.4040165054,11925.5003687036,241
0.297,5.45619622146963,0.0344671922331645,0.0333877781864527,5924.6101817574,4881.39118800954,242
