"instance","prevalence","meanMOIvar","meanPTS","meanPTSGroupBC","inverseSimpsonIndex","inverseSimpsonIndexBC"
36,0.252,3.32905821928829,0.0170695876566249,0.00709526267109286,6742.18802958192,11316.1590651408
37,0.1455,3.91107690345737,0.0136286345823144,0.0110157490989004,8994.25980857776,8447.021767144
38,0.1235,4.06412462542701,0.0468326176224162,0.041588168807796,3042.24562412972,2721.44861941705
39,0.2185,4.01410161259854,0.0056136318099562,0.00448043934277808,19916.3323717438,18475.8094124602
40,0.1965,3.2378069652224,0.0326467311482149,0.0270655575220795,3542.51969400484,3401.82583904931
41,0.25,3.35857731749116,0.00635690264122808,0.00327628649735033,15721.5946716177,19604.4462014438
42,0.192,3.28011335220644,0.0964570228598787,0.0890867580608512,1239.74143932939,1089.39334364545
43,0.2155,3.87617320644547,0.0118074356571178,0.00753983925606987,10837.7350592295,12398.2235135631
44,0.2225,3.9965505402389,0.00960856432186764,0.00470484344434955,13228.0320603308,18002.7926667618
45,0.143,4.39043550354225,0.101109544459083,0.0711262245222075,1456.85041727749,1844.3008509759
46,0.301,2.1145455299799,0.00799614328431746,0.00369998330348125,8492.25058727337,12094.4722925619
